tweet,class,label,clean_text
"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",1,offensive_language,rt bitches be wanting to act like niggas so bad that shit aint cuteeeee but niggas act like bitches
"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",1,offensive_language,get worshiping bitch woof woof
"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",1,offensive_language,wow rt im lost are those buttcheek piercings yeah shes a hoe
"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",1,offensive_language,ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her
"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",0,hate_speech,queer gaywad
"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",1,offensive_language,faggot read my tweets after dat k it wasnt even funny lol
"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",1,offensive_language,this bitch was so ungrateful fr lulwhore
"""@CASHandBOOBIES: I been kidnapped yo bitch""",1,offensive_language,i been kidnapped yo bitch
"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",0,hate_speech,alsarabsss hes a beaner smh you can tell hes a mexican
"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",1,offensive_language,happy birthday nigs thanks yo
"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",1,offensive_language,when ur teacher tells u that u have homework this bitch need to go
"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",1,offensive_language,that nigga was eating that hoe lol hell yea lol john paul nigga said john paul
"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",1,offensive_language,what would yall lil ugly bald headed bitches do if they stop making makeup amp weave
"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",1,offensive_language,leafs better win this damn game so i can go riot and shit earlychristmas you better start looting my nig
"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",1,offensive_language,going back to school sucks more dick than the hoes who attend it
"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",1,offensive_language,on my way to fuck yo bitch me as a year old
"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",1,offensive_language,how come you never bring me food i dont have a car retard
"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",1,offensive_language,if richnow doesnt show up with hella tinder hoes im not his friend anymore chill i brought like like prople
"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",1,offensive_language,how bout them cowboys shutup pussy
"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",1,offensive_language,lmaooooooooooo this nigga ltbitch want likes for some depressing shitfoh
"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",1,offensive_language,girl you know i was spitting that g shit to you amp you was going lbvsbitch plz
"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",1,offensive_language,let me make a couple tweets off cuzzo page so i wont get in twitter jaillmao bitch dont trick me again
"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",1,offensive_language,harlem shake is just an excuse to go full retard for seconds
"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",1,offensive_language,amen miley but she dont need to act like a hoe just bc shes emotionally damaged foh
"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",1,offensive_language,having one loyal female is wayyyyy better than having hoes idc
"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",1,offensive_language,pussy licking pussy meow meow stopwhitepeople
"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",1,offensive_language,check out our th man cowboysnation even with all those faggot ny fans in the stands
"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",1,offensive_language,what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",1,offensive_language,im the bitch okay nudes pat wow
"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",0,hate_speech,youre fucking gay blacklisted hoe holding out for tehgodclan anyway
"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",1,offensive_language,the fuck be wrong with these bitches nobody knows
"""@Dietrich1892: Yall shut up:p"" make me bitch",1,offensive_language,yall shut upp make me bitch
"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",1,offensive_language,i hate a im pregnant type of bitch
"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1,offensive_language,got bitches in the dm but i dont ever readem which is y your top
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",2,neither,baseball season for the win yankees this is where the love started
"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1,offensive_language,little stupid as bitch i dont fuck with yoooooouuuu
"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",1,offensive_language,she really asked me that dead ass serious tho all i could say was bitch wheet lol
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",2,neither,im an early bird and im a night owl so im wise and have worms
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",2,neither,overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",2,neither,pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures
"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",1,offensive_language,aw fag dont tweet aw to me lol
"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",2,neither,as long as the lakers trash from now on i could careless and thats real cc hahaha
"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",1,offensive_language,i didnt say anything tho kiss me then faggot
"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",2,neither,this the i play soccer cheat on girls and wear khaki coloured cargos haircut yup
"""@G27Status: I could go for a fat ass bitch on my lap"" same",1,offensive_language,i could go for a fat ass bitch on my lap same
"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",1,offensive_language,missed calls das yo po bitch twitter finna be screamn freemoneymelle
"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",1,offensive_language,ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao
"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",1,offensive_language,amo los pies fuck yeah
"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",1,offensive_language,these hoes be thinking meat wont slap they ass ainna bruh
"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",1,offensive_language,yall bitches wit no edges be doing the most talking
"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",1,offensive_language,yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit
"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",1,offensive_language,i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",1,offensive_language,if she kiss u with her eyes open watch that bitchlmfao
"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",1,offensive_language,you a woulda coulda shoulda ass hoe
"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",1,offensive_language,happy bday bitch ass nigga preciate that bitch roll up
"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",1,offensive_language,used to send that bitch up
"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",1,offensive_language,ugly bitches be like im my own wcw duh bitch you aint nobody elses
"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",1,offensive_language,nigga you know we hacky sack hoes nah i throw no look passes lmao
"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",1,offensive_language,glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",2,neither,this isnt ghettoits smart im doing this idc
"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",1,offensive_language,i would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place
"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",1,offensive_language,being single isnt an excuse to be a hoe
"""@HoskinsTy96: White boy power bitch"" black power bitch",1,offensive_language,white boy power bitch black power bitch
"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",1,offensive_language,lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill
"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",1,offensive_language,bitch where u been around the world and back where you been
"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",1,offensive_language,if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off by
"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",1,offensive_language,oomf is soooo cute but he probably has hoes on him a lot
"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",1,offensive_language,in every cartoon theirs alway a saving these hoes lmao lmao damn captain saveahoe
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",2,neither,who wants to get there nose in these bad bois then scally chav sockfetish stinking hot sox and legs
"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",1,offensive_language,i wish i was a bitch like my brother keezy ooooow i bet you do
"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1,offensive_language,if you dressed up as a cat for halloween you are basic or a pussy
"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",1,offensive_language,can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it katielt
"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",1,offensive_language,stop being scared to choke her during sex u bitch ass niggas shell like it says the guy who hits women out of bed foh
"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",1,offensive_language,ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",1,offensive_language,oh man its am you off a molly ho where the fuck ya seed at fixed
"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",1,offensive_language,youre not a man if you refer to every girl as a bitch
"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",1,offensive_language,lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga
"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",2,neither,peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",1,offensive_language,io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",1,offensive_language,naw its my old tape new cover my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",1,offensive_language,ol dirty foot ass bitches this was too funny to me
"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",1,offensive_language,thats where i get my yellow flags for being amazing hell yeah niggy
"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",1,offensive_language,dont got time for bitches to be actin iffy
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",2,neither,ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",1,offensive_language,these hoes aint loyal no they aint smfh amp wonder why nobody decent wants them
"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",1,offensive_language,bruh you studs keep thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",1,offensive_language,dry pussy bitches always blame it on the condom
"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",1,offensive_language,shut yo bitch ass up
"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",1,offensive_language,gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",1,offensive_language,you love these hoes more then money wats wrong these niggas
"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",1,offensive_language,a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",1,offensive_language,easy cum easy hoe thats a fact
"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",1,offensive_language,charlie sheen is too real major fucking respect for charlie sheen
"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",1,offensive_language,wish i had a bae you got all the hoes tho
"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",1,offensive_language,fuck twerking bitch can you cook
"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",1,offensive_language,bitch wtf
"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",1,offensive_language,shut up zoe fight me pussy for zoe im good man you are good maam move along now
"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",1,offensive_language,lmao fucking snake bitches em
"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",1,offensive_language,big booty hoes everywhere sheesh damn
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",2,neither,stay tuned to for an update on the report that b will be out weeks bum
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",2,neither,i play soccer cheat on girls and wear khaki coloured cargos haircut yes lmfao
"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",1,offensive_language,oregon chokes every year get off the field trash ass program rft
